epoch,step,test/acc,test/f1,test/loss,train/acc,train/f1,train/loss,val/acc,val/f1,val/loss
0,12,,,,,,,0.09278350323438644,0.06753472983837128,2.350191116333008
0,12,,,,0.12144702672958374,0.07740241289138794,2.437206506729126,,,
1,25,,,,,,,0.0824742242693901,0.07598741352558136,2.331831693649292
1,25,,,,0.12919896841049194,0.09732615202665329,2.3115808963775635,,,
2,38,,,,,,,0.1649484485387802,0.16561119258403778,2.298689603805542
2,38,,,,0.16795866191387177,0.12787944078445435,2.268300771713257,,,
3,51,,,,,,,0.17525772750377655,0.13793331384658813,2.25696063041687
3,51,,,,0.16537468135356903,0.11372162401676178,2.2618727684020996,,,
4,64,,,,,,,0.10309278219938278,0.09148704260587692,2.2527318000793457
4,64,,,,0.19121447205543518,0.12815620005130768,2.2408015727996826,,,
5,77,,,,,,,0.17525772750377655,0.15488068759441376,2.256371021270752
5,77,,,,0.18087854981422424,0.1385721117258072,2.2208855152130127,,,
6,90,,,,,,,0.1855670064687729,0.1993495523929596,2.220970630645752
6,90,,,,0.22739018499851227,0.1775675266981125,2.199954032897949,,,
7,103,,,,,,,0.20618556439876556,0.19267788529396057,2.208371877670288
7,103,,,,0.2144702821969986,0.17819294333457947,2.1985793113708496,,,
8,116,,,,,,,0.17525772750377655,0.14896580576896667,2.2416040897369385
8,116,,,,0.23255814611911774,0.19645939767360687,2.159041166305542,,,
9,129,,,,,,,0.1649484485387802,0.14119844138622284,2.211289167404175
9,129,,,,0.20413435995578766,0.1708846539258957,2.164947032928467,,,
10,130,0.24409449100494385,0.2799219787120819,2.2685282230377197,,,,,,
