epoch,step,test/acc,test/f1,test/loss,train/acc,train/f1,train/loss,val/acc,val/f1,val/loss
0,12,,,,,,,0.09278350323438644,0.04710695520043373,2.3628296852111816
0,12,,,,0.13695091009140015,0.0679515153169632,2.3814518451690674,,,
1,25,,,,,,,0.07216494530439377,0.035528045147657394,2.3510031700134277
1,25,,,,0.14470283687114716,0.07197223603725433,2.290114402770996,,,
2,38,,,,,,,0.17525772750377655,0.15590068697929382,2.3732993602752686
2,38,,,,0.1550387591123581,0.13141928613185883,2.2421176433563232,,,
3,51,,,,,,,0.11340206116437912,0.06853976845741272,2.3985376358032227
3,51,,,,0.19121447205543518,0.14758725464344025,2.2244839668273926,,,
4,64,,,,,,,0.10309278219938278,0.06507936120033264,2.441136360168457
4,64,,,,0.1782945692539215,0.1339791715145111,2.2234973907470703,,,
5,77,,,,,,,0.0824742242693901,0.0462036095559597,2.377092123031616
5,77,,,,0.2222222238779068,0.16071300208568573,2.1821625232696533,,,
6,90,,,,,,,0.06185567006468773,0.040721651166677475,2.4276580810546875
6,90,,,,0.22480620443820953,0.159722700715065,2.175461769104004,,,
7,103,,,,,,,0.07216494530439377,0.049582723528146744,2.3767106533050537
7,103,,,,0.2144702821969986,0.1536383181810379,2.177886486053467,,,
8,116,,,,,,,0.12371134012937546,0.07665685564279556,2.3695549964904785
8,116,,,,0.21705426275730133,0.16110359132289886,2.175603151321411,,,
9,129,,,,,,,0.10309278219938278,0.06804124265909195,2.3695998191833496
9,129,,,,0.229974165558815,0.16937385499477386,2.1518118381500244,,,
10,130,0.16535432636737823,0.2028954029083252,2.306562662124634,,,,,,
