epoch,step,test/acc,test/f1,test/loss,train/acc,train/f1,train/loss,val/acc,val/f1,val/loss
0,12,,,,,,,0.09278350323438644,0.039043087512254715,2.411226511001587
0,12,,,,0.13178294897079468,0.09175366908311844,2.389671564102173,,,
1,25,,,,,,,0.12371134012937546,0.06886075437068939,2.365285873413086
1,25,,,,0.1705426424741745,0.10288714617490768,2.2912089824676514,,,
2,38,,,,,,,0.1649484485387802,0.15740914642810822,2.3371517658233643
2,38,,,,0.19379845261573792,0.1545388400554657,2.2413976192474365,,,
3,51,,,,,,,0.10309278219938278,0.06936672329902649,2.41729998588562
3,51,,,,0.17571058869361877,0.12796296179294586,2.239438533782959,,,
4,64,,,,,,,0.1649484485387802,0.15301451086997986,2.3052022457122803
4,64,,,,0.21963824331760406,0.17524248361587524,2.194676399230957,,,
5,77,,,,,,,0.14432989060878754,0.14372506737709045,2.284275770187378
5,77,,,,0.21188630163669586,0.1861201822757721,2.1765482425689697,,,
6,90,,,,,,,0.12371134012937546,0.10446735471487045,2.326083183288574
6,90,,,,0.22480620443820953,0.18691276013851166,2.1794519424438477,,,
7,103,,,,,,,0.1855670064687729,0.17683091759681702,2.198009729385376
7,103,,,,0.23255814611911774,0.20660685002803802,2.138841152191162,,,
8,116,,,,,,,0.15463916957378387,0.14009857177734375,2.30613112449646
8,116,,,,0.27131783962249756,0.26000040769577026,2.1372263431549072,,,
9,129,,,,,,,0.14432989060878754,0.0749429315328598,2.297098398208618
9,129,,,,0.2506459951400757,0.22519774734973907,2.0920450687408447,,,
10,130,0.19685038924217224,0.23004525899887085,2.3135881423950195,,,,,,
